add metadata tags to mail messages with mailtags ,Aug 25 2005 12:00AM,dave caolo,software , today i came across mailtags a donationware plug-in for mail 2.0 that makes adding metadata comments priority flags and andquot;due datesandquot; to email messages easy. after installing the plug-in each mail message displays a small andquot;tagandquot; in the upper right hand corner. click it to reveal the sidebar. from there you can assign that message to a project youve created set a due date for action you intend to take leave yourself a comment in a small text box like andquot;call julie on thisandquot; or andquot;this has been resolvedandquot; and more. thats good but heres where it gets great.mailtags is integrated with spotlight and its functions can be incorporated into rules and smart mailboxes. create a smart folder based on a project a due date or a priority. im in the midst of transferring a domain i own and i easily added a project tag to all the related email messages. a simple spotlight search turned them all up for me in an instant.theres more of course. ive only been using it for a short while this afternoon but i can see how it could be pretty useful. mailtags requires mail 2.0 and tiger. a $20us donation is suggested.[via i heart apple] ,1176,2,0,0, http://www.tuaw.com/2005/08/25/add-metadata-tags-to-mail-messages-with-mailtags/#comments ,http://www.tuaw.com/2005/08/25/add-metadata-tags-to-mail-messages-with-mailtags/,,,
how to steal an ipod and not get away with it ,Aug 25 2005 12:00AM,dave caolo,ipod family:&:cult of mac:&:odds and ends , i cant decide if this is a mac horror story or not. mr. adrian smith who manages a uk-based apple retail store had his ipod stolen from his car. a week later the thief himself walked into the store with the stolen ipod and asked adrian to help him buy cables for it. adrian immediately recognized his ipod and managed to chat with the thief until police arrived who arrested him on the spot.there are so many ways to go with this feel free to insert your own joke. were glad you got your ipod back adrian.[via engadget] ,521,2,1,12, http://www.tuaw.com/2005/08/25/how-to-steal-an-ipod-and-not-get-away-with-it/#comments ,http://www.tuaw.com/2005/08/25/how-to-steal-an-ipod-and-not-get-away-with-it/,,,
drunkenbatman to talk at apple store ,Aug 25 2005 12:00AM,scott mcnulty,other events:&:blogging:&:blogs , power up your newtons and launch ical kids im going to be sharing a date youll want to remember. drunkenbatman the man behind the drunkenblog will be holding forth at the apple store chicago on october 19th.besides the fact that this apple store is located on the magnificent mile mere steps from the fabulous all suite omni hotel where guests of the oprah winfrey show stay this is a great opportunity to hear one of the best apple bloggers for my money in person.i wont be there but im hoping someone will point an isight towards the gathering and i can watch from afar. ,574,4,0,4, http://www.tuaw.com/2005/08/25/drunkenbatman-to-talk-at-apple-store/#comments ,http://www.tuaw.com/2005/08/25/drunkenbatman-to-talk-at-apple-store/,,,
unity 1.1 released, now featuring windows publishing ,Aug 25 2005 12:00AM,victor agreda, jr.,gaming:&:cool tools:&:software update , why in the world would i post something about publishing windows games? well because unity which ive mentioned on download squad before is a mac-only game developer tool. it just might be the only mac exclusive game engine/authoring tool that is now a switch hitter. besides as their site points out wouldnt it be nice to publish your games for an audience that is rabidly pro-gamer? when people ask me whether to get a mac or pc i often ask them if theyll be doing a lot of gaming. theres a distinct advantage on the pc when it comes to games chess notwithstanding.not only does unity provide a one-stop shop for animating rigging and programming 3d games complete with a physics engine it also publishes mac games duh windows games mac web games via plug-in mac widget-based games pretty much needing the plug-in again and soon windows web games... i really dig the unity vibe and i know that they are the david in the goliath battle scenario. so if youre interested in making games or know someone who is give em a looksee. its easier than you think. ,1055,6,0,0, http://www.tuaw.com/2005/08/25/unity-1-1-released-now-featuring-windows-publishing/#comments ,http://www.tuaw.com/2005/08/25/unity-1-1-released-now-featuring-windows-publishing/,
pivotdock gets ipod shuffle out of the way ,Aug 25 2005 12:00AM,dave caolo,hardware:&:ipod family , i tend to work with my powerbook on my lap. when my shuffle is sticking out of one of the usb ports im always worried im going to accidentally snap it right off with an unfortunate swing of a foot or knee. im guessing im not the only one as the folks at switch easy have released pivotdock. this clever little device plugs into a usb port and can swivel horizontally 180 degrees getting the shuffle safely out of the way. pretty clever.pivotdock is mac/pc compatible though it may not work with all usb ports. the manufacturers suggest you check out the compatibility page for more information. the expected ship date is september 9th and if you order before then you can snag one for $9.99us. the full retail price will be $15.99us.[via the digital music weblog] ,765,3,0,1, http://www.tuaw.com/2005/08/25/pivotdock-gets-ipod-shuffle-out-of-the-way/#comments ,http://www.tuaw.com/2005/08/25/pivotdock-gets-ipod-shuffle-out-of-the-way/,,,
launchd editor ,Aug 25 2005 12:00AM,scott mcnulty,software:&:unix / bsd , launchd is onandnbsp; my mind for some strange reason; it is even odder if you knew that i have never used launchd but i wont tell you that. it seems that a few months ago it was on code poetrys mind as well. launchd editor is a gui tool that lets you set up your own lauchd items without having to use the scary terminal and if you arent at least a little fearful of the terminal you should be. you can really screw up your mac in the terminal though in the right hands and with the proper respect you can also accomplish great things. for 5 bucks which is suggested you too can use launchd editor like a unix jockey. before you know it you will have everything on your mac running on a tight schedule. ,705,3,0,0, http://www.tuaw.com/2005/08/25/launchdeditor/#comments ,http://www.tuaw.com/2005/08/25/launchdeditor/,,,
mindola releases patiotunes 1.7 ,Aug 25 2005 12:00AM,dave caolo,software , earlier this month we took a look at patiotunes which lets you set up a mac as a dedicated itunes server and control it from any other mac on the same network via a web interface. in addition you can use several palm os devices hp ipaqs dell handhelds and sony clies with patiotunes. for a full list of supported handhelds look here.todays release adds the sony psp to the mix cool!. also new in version 1.7: enhanced search features and the ability to add tracks to a patiotunes playlist on the fly.last weekend i installed patiotunes on an older ibook. with the ibook shut away in the stereo cabinet i hopped on the imac in another room and found that it worked like a charm. i dont have a supported handheld but i imagine this would be the ideal solution as you could just carry it around with you and have it act as a remote. maybe i can pester the developer for newton support!mindola offers a 14 day free trial of patiotunes and a single license will cost you $15us. patiotunes requires mac os x 10.3 and up. ,1016,3,0,2, http://www.tuaw.com/2005/08/25/mindola-releases-patiotunes-1-7/#comments ,http://www.tuaw.com/2005/08/25/mindola-releases-patiotunes-1-7/,,,
intel developer tools to run on macs ,Aug 25 2005 12:00AM,scott mcnulty,  , this week intel is holding the intel developer forum which is basically their version of apples world wide developers conference. during this forum intel makes numerous announcements and talks about their road maps with all their developers.intel took this opportunity to announce that they will be porting their development tools to os x to help developers write code for the new intel based macs. the intel tools will be plugins for apples xcode however they will not support objective c aka cocoa. they will support a migration path from metroworks something apple is not doing. then again intels tools will not create the so called fat binaries executables that can run on both powerpc and intel based macs.we live in interesting times.via slashdot. ,755,2,0,3, http://www.tuaw.com/2005/08/25/intel-developer-tools-to-run-on-macs/#comments ,http://www.tuaw.com/2005/08/25/intel-developer-tools-to-run-on-macs/,,,
gmail self-invites ,Aug 25 2005 12:00AM,jay savage,odds and ends:&:internet tools , not exactly mac-related but i know a lot of us use the service. tuaw reader pieter points out for those who like us werent paying attention that gmail seems to be taking steps toward moving out of beta. as of the past day or so you dont have to wait for a friend to send you an invitation: you can get one yourself by having google send one to your mobile phone via sms. this will undoubtedly open things up to a wider audience although no i have no idea what im going to do with the obscene number of invitations i have left. that andquot;betaandquot; underneath the logo may not be there for much longer. ,608,1,0,9, http://www.tuaw.com/2005/08/25/gmail-verification/#comments ,http://www.tuaw.com/2005/08/25/gmail-verification/,,,
admitmac 3.0 released ,Aug 25 2005 12:00AM,scott mcnulty,enterprise:&:software , this might not be the wisest thing i have ever done but i will admit that i like some microsoft products. now i know there is a certain section ofandnbsp; mac users who will have nothing to do with micro$oft as they so cleverly call it but i am not one of them.andnbsp; i spend a lot of time dealing with windows machines and not all of that time is horrible.one of the microsoft products i enjoy is active directory microsofts directory software for enterprise level folks. at work i am on a windows domain with an active directory to support it and my mac mini will have none of it. i cant seem to get the darn thing to join the domain; enter thursby softwares admitmac now at version 3.0.admitmac makes your mac a full fledged member of the active directory and enables you to access all the resources that your windows brethren can. this is a wonderful thing for mac users in the corporate environment because the central it office can manage all their machines using one tool. ,983,3,0,6, http://www.tuaw.com/2005/08/25/admitmac-3-0-released/#comments ,http://www.tuaw.com/2005/08/25/admitmac-3-0-released/,,,
stockholders approve adobe/macromedia merger ,Aug 25 2005 12:00AM,scott mcnulty,software , you can start shopping for wedding presents because its official! shareholders have approved the merger between macromedia and adobe we all know that it is adobe gobbling up macromedia but it isnt polite to point that out on their special day.now that the shareholders have given the merger the go ahead it is up to the feds to rubberstamp the transaction and then in the fall of 2005 a new company will emerge from the husks of adobe and macromedia.doesnt it just give you the chills? ,487,1,1,6, http://www.tuaw.com/2005/08/25/stockholders-approve-adobe-macromedia-merger/#comments ,http://www.tuaw.com/2005/08/25/stockholders-approve-adobe-macromedia-merger/,,,
apple advertising dashboard widgets... on yahoo! ,Aug 26 2005 12:00AM,laurie a. duncan,apple corporate:&:os:&:software:&:switchers:&:features , heres one of lifes little ironies.andnbsp; apple is running an ad for tigers dashboard widgets. if wed seen this tasteful flash advertisement on any website other than yahoo which owns konfabulator we wouldnt be quite as amused. but we didnt. and now we cant stop laughing.this one happens to be an ad for the stock ticker widget aptly on a yahoo finance article. if you refresh this page link a few times youll probably see it for yourself. if not heres a snapzpro movie i grabbed of it. even more beautiful is the final frame of the ad which is a false and b pretty ballsy considering the site its running on!the only ones ive seen are on yahoo. has ayone seen these elsewhere? they seem to fit in with the magazine spreads apple has been doing but i am not sure if this is a new campaign or just variations on a theme.andnbsp;thanks to everyone who sent this in! ,867,3,0,12, http://www.tuaw.com/2005/08/26/apple-advertising-dashboard-widgets-on-yahoo/#comments ,http://www.tuaw.com/2005/08/26/apple-advertising-dashboard-widgets-on-yahoo/,,,
new tuaw bloggers ,Aug 26 2005 12:00AM,c.k. sample, iii,tuaw business , just wanted to take a moment to point out something that some of you may have already noticed. weve enlisted the aid of two new bloggers here on tuaw: victor agreda jr. and david chartier. you may know them both from downloadsquad and i am sure if you ever bother to read the comments here at tuaw then you are more than familiar with victor who held our top spot in the commenter list in the side bar until yesterday when we enlisted him to blog over here. in any case make them feel welcome....but not too welcome. let the new tuaw blogger hazing begin! ,557,3,0,12, http://www.tuaw.com/2005/08/26/new-tuaw-bloggers/#comments ,http://www.tuaw.com/2005/08/26/new-tuaw-bloggers/,,
ipod class action settlement approved ,Aug 26 2005 12:00AM,laurie a. duncan,  , ipodobserver reports that a san mateo county ca judge gave final sign-off to the settlement of a class-action lawsuit against apple brought on by battery life issues with the first few ipod models.based on the terms of the settlement about 1.3 million ipod owners are entitled to replacement batteries reimbursement for already-replaced batteries apple store credits or even new ipods.eligible ipod owners have until either two years after the original purchase date of the ipod or september 30 2005 whichever is later to file a claim.as usual apple has no comment. ,567,3,1,1, http://www.tuaw.com/2005/08/26/ipod-class-action-settlement-approved/#comments ,http://www.tuaw.com/2005/08/26/ipod-class-action-settlement-approved/,,,
iwannasleep ,Aug 26 2005 12:00AM,scott mcnulty,software , if you have never visited boing boing you are missing out. it is a great website chock full of interesting links.they mentioned iwannasleep the other day and it is a pretty nifty little app. it is basically a timer that will count down a time that you set and when the allotted time has elapsed it will do one of the following:put the computer to sleepshutdown the computerstop itunesrun an applescript  since this application can launch an applescript you can use it to pretty much do any task on your mac. all of this for the low low price of free! there is no documentation though. ,586,4,0,5, http://www.tuaw.com/2005/08/26/iwannasleep/#comments ,http://www.tuaw.com/2005/08/26/iwannasleep/,,,
kraft makes recipes available for ipod ,Aug 26 2005 12:00AM,dave caolo,ipod family:&:odds and ends , in all fairness we saw emeril do it first. our friends at adjab have discovered that kraft has made more than 100 recipes available for download to your ipod in notes form. recipes include bbq drinks desserts sides and more. the portability is nice i just wish there were a way to print these directly from the ipod. the screen is tiny and my cooking area isnt always a safe place for my ipod to be.the good news is now i wont have to refer to the mayonnaise jar whenever i want to make that great potato salad.[via adjab] ,524,4,0,1, http://www.tuaw.com/2005/08/26/kraft-makes-recipes-available-for-ipod/#comments ,http://www.tuaw.com/2005/08/26/kraft-makes-recipes-available-for-ipod/,,,
a tale of installing a xserve ,Aug 26 2005 12:00AM,scott mcnulty,xserve , i want a xserve so much it hurts. sure theres a little matter of having no real reason to buy one and the fact that while they are priced very well they are a little out of my budget at the moment and theyre loud!. however all of this doesnt stop me from reading tales of setting up xserves and lusting after one.maybe i can do a review of a xserve for tuaw and then write it off on my taxes. do we have any accountants in the house? ,435,1,0,4, http://www.tuaw.com/2005/08/26/a-tale-of-installing-a-xserve/#comments ,http://www.tuaw.com/2005/08/26/a-tale-of-installing-a-xserve/,,,
adios, rio ,Aug 26 2005 12:00AM,scott mcnulty,ipod family:&:odds and ends , the mp3 market is a crowded place. sure apple has a commanding share of the market and i never tire of writing that but there is a lot of competition out there.today there is a little less competition for apple. the company that makes well made the rio series of mp3 players is bowing out of the digital music biz. the rio mp3 players were fairly popular though obviously not popular enough.free not all you rio enthusiasts out there the brand and name havent been sold so the rio may rise again.please pause your ipods in a moment of silence for its fallen foe. ,564,1,0,2, http://www.tuaw.com/2005/08/26/adios-rio/#comments ,http://www.tuaw.com/2005/08/26/adios-rio/,,
wacky ipod accessories at sharper image ,Aug 26 2005 12:00AM,dave caolo,accessories:&:ipod family:&:odds and ends , ive always thought of sharper image as the catalog of interesting things that no one really needs. today ive had that belief reaffirmed. ilounge has taken a quick look at a couple of goodies that i dont expect to find under the tree this december.the zipconnect ipulse is a stereo speaker system for your ipod. as the music plays the integrated led lights flash in time with the music. for some reason this makes me think of the johnny 5 robot. the ipulse will run you $129us.next is the ijoy i am officially sick of the letter andquot;iandquot; which is a combination easy chair/ipod dock/speaker system/massage system that andldquo;...blends music and massage into the ultimate relaxation experience.andrdquo; dock your ipod into the armrest and drift away into blissful relaxation for $999us.whoever is the first to get an ijoy please let us know.[via engadget] ,866,3,0,2, http://www.tuaw.com/2005/08/26/wacky-ipod-accessories-at-sharper-image/#comments ,http://www.tuaw.com/2005/08/26/wacky-ipod-accessories-at-sharper-image/,,,
make netnewswire sing ,Aug 26 2005 12:00AM,scott mcnulty,software:&:internet tools , i have often said that netnewswire is my favorite app for os xandnbsp; so much so that some might think im getting paid by ranchero but im not. honest!. one for reasons is that that application is well thought out and put together. however another reason that i like the application so much is that brent simmons is always quick to answer tech support questions no matter where they appear.geeked. wondered why browsers and netnewswire were such cpu hogs. i myself have noticed netnewswire sucking large amounts of cpu. brent left a comment on the entry suggesting this: andquot;in netnewswire open the preferences click on appearance and click on  web pages. disable java javascript and plugins andmdash; and restart  netnewswire. most likely you will not find this cpu usage happens again.andquot;it worked for me! thanks brent. ,832,5,0,3, http://www.tuaw.com/2005/08/26/make-netnewswire-sing/#comments ,http://www.tuaw.com/2005/08/26/make-netnewswire-sing/,,,
mariner softwares five pack friday ,Aug 26 2005 12:00AM,laurie a. duncan,software , mariner software is running a five pack friday sale from today through friday sept 2 2005. aimed at small businesses or large families the sale slashes the price of all five packs of any of their product lines by 50%. basically a buy two and a half get two and a half for free. a real bargain for some great titles like mariner calc mariner write macjournal and desktop poet. the cool thing about mariner aside from their software is that their policies are unique for a commercial/retail/boxed software company. for instance they offer a 30-day money-back guarantee. if you dont like the software you return it for a full refund. i dont think microsoft will take that copy of office back once youve opened the box installed it and then discovered that you hate it.mariner also offer customers a lifetime upgrade plan... andquot;the lifetime upgrade plan lup is a   mariner-exclusive offer to help tackle the rising   costs of upgrading software. for a one-time fee  of $49.95 per product mariner customers will   receive every major upgrade for the   lifetime of the products. no additional  annual charges no keeping track of the latest   version and no hassle with using out dated   versions we take care of everything and deliver   the product right to your inbox.andquot; theres another thing youll never see microsoft or adobe do. today might be a good idea to go directly to your boss and insist that  he take advantage five pack friday instead of six pack friday for a  change. let us know how that works out for you. ,1527,5,0,1, http://www.tuaw.com/2005/08/26/mariner-softwares-five-pack-friday/#comments ,http://www.tuaw.com/2005/08/26/mariner-softwares-five-pack-friday/,,,
google talk to mac users: drop dead ,Aug 26 2005 12:00AM,scott mcnulty,analysis / opinion:&:software , usually if i want to hear a rant about how google is making a mistake not releasing software for both the pc and mac simultaneously i only have to look in c.k.s direction. however with gtalk c.k. is down right understanding given that you can to a degree use the service with a mac.barb dybwad once of tuaw and now of almost every other win blog including engadget download squad and the social software blog isnt so understanding. she is downright mad at google and penned a great post about over at the social software blog.great work barb and definitely worth a read. ,572,5,0,14, http://www.tuaw.com/2005/08/26/google-talk-to-mac-users-drop-dead/#comments ,http://www.tuaw.com/2005/08/26/google-talk-to-mac-users-drop-dead/,,,
log your minutes in each app with active timer ,Aug 26 2005 12:00AM,victor agreda, jr.,software:&:cool tools:&:productivity:&:freeware , at first i didnt understand active timer. back in the days of my dreaded 8500 aka the knuckle slicer i used some software to log my time on projects. problem was it relied on my intervention to log each and every thing. so when i found the free little app active timer i was skeptical. but active timer means active timer. as you are in other programs it logs the time spent in themandmdash; automagically. i was recently asked how long it takes me to do a post. so over the next few weeks im going to try and log some of my time. if active timer included an automatic graphing and print capability i might even pay for the thing. ,632,2,0,3, http://www.tuaw.com/2005/08/26/log-your-minutes-in-each-app-with-active-timer/#comments ,http://www.tuaw.com/2005/08/26/log-your-minutes-in-each-app-with-active-timer/,,
connected flow ,Aug 26 2005 12:00AM,scott mcnulty,software , fraser speirs is the developer of xjournal and flickrexport two fine mac programs. he has been developing these apps for awhile and offering them up on his livejournal site. however those days are behind him. he has setup a new company called connected flow in order to showcase his applications.since he is a small mac developer his company also has the prerequisite blog. ,375,4,0,0, http://www.tuaw.com/2005/08/26/connected-flow/#comments ,http://www.tuaw.com/2005/08/26/connected-flow/,,,
new intel chips - apples ace in the hole? ,Aug 26 2005 12:00AM,david chartier,analysis / opinion:&:hardware , so intel this week announced an entirely new line of chips due in the 2nd half of 2006. completely new architecture 64-bit super low-power chips across notebooks desktops servers and a new device intel calls a andquot;handtopandquot;. now im not usually much for conjecturing or rumoring on what apples doing next but theres just a few too many things adding up lately to keep my gears from grinding on all this. read on to see where im going with this and feel free to weigh in and let me know if i should lay off the sauce. ,527,1,0,17, http://www.tuaw.com/2005/08/26/new-intel-chips-apples-ace-in-the-hole/#comments ,http://www.tuaw.com/2005/08/26/new-intel-chips-apples-ace-in-the-hole/,,,
osx on an xbox? ,Aug 27 2005 12:00AM,david chartier,hardware:&:os:&:software:&:hacks , our sister blog joystiq has an interesting post on an xbox modder community possibly being able to run osx on the highly-anticipated xbox 360 due out this fall. since the xbox 360 will have a tri-core 3 ghz g5 chip in it so maybe well see 3 ghz powermacs this fall too? modders are teething at the potential of getting it to run osx. besides the mac mini i guess thatd be one of the cheapest and smallest macs to be had out on the open market.it sounds interesting since i grew up modding and messing around with pc hardware but since i saw the light and switched ive been a big believer in apples philosophy of optimizing and marrying their software to the hardware it runs on. either way check out joystiqs post and the xbox community. its definitely an intriguing bit read.[note: to clear up any confusion this posts accompanying image is a photoshop i made and a bad one at that. the xbox 360 does not have an apple logo on it.] ,934,2,0,8, http://www.tuaw.com/2005/08/27/osx-on-an-xbox/#comments ,http://www.tuaw.com/2005/08/27/osx-on-an-xbox/,,,
aol radio with xm preview for mac ,Aug 27 2005 12:00AM,laurie a. duncan,audio:&:software:&:internet:&:internet tools , aaron let us know that aol radio featuring xm is now available for mac testers as of august 25 2005.andquot;have you wanted to be able to listen to the radio stations available on aol? how about those new xm satellite radio streams? well now you can! we are happy to present aol radio featuring xm providing more than 150 aol radio stations plus more than 20 popular commercial free xm stations. please review the faqs and known issues and then visit the test instructions to begin testing.andquot;the service itself is still in beta even for windows users. although i am already a proud and very happy xm subscriber i would be interested in test-driving aols implementation. unfortunately it wont let me.i have an aim account which allows me to log-in to the beta site but i am unable to access the aol radio tester page. instead i am presented withandquot;this area can not be accessed by your account. this usually happens because:membership or special permissions are required.availability is limited by geographic region.  if you believe that your account should be able to access this area please contact customer service to report the problem. if you would like to make another selection click on your browsers back button to return to the previous page.andquot;since i dont really feel like registering a new aol account only to have to jump through hoops to cancel it when i am done testing although my own ny state ag just made it a lot easier i thought id leave the testing to you. if any of our readers are aol subscribers and youd like to take aol radio for a spin please report back with your experiences! if you whip up a full-scale review with screenshots and all that jazz you might even gain fame and fortune if were inspired enough to feature your review right here on this site. leave your comments below or use the contact form to point us to your review. ,1878,7,0,4, http://www.tuaw.com/2005/08/27/aol-radio-with-xm-preview/#comments ,http://www.tuaw.com/2005/08/27/aol-radio-with-xm-preview/,,,
